name,src,create_company,report_company,prov,year,price
脊髓灰质炎灭活疫苗（Salk株）,国产,赛诺菲巴斯德,赛诺菲巴斯德,北京市,2018,0
九价人乳头瘤病毒疫苗（酿酒酵母）,进口,Merck Sharp & Dohme Corp.,Merck Sharp & Dohme Corp.,北京市,2018,0
九价人乳头瘤病毒疫苗（酿酒酵母）,进口,Merck Sharp & Dohme Corp.,Merck Sharp & Dohme Corp.,北京市,2018,0
甲型肝炎灭活疫苗（人二倍体细胞）,国产,艾美康淮生物制药（江苏）有限公司,艾美康淮生物制药（江苏）有限公司,北京市,2018,0
甲型肝炎灭活疫苗（人二倍体细胞）,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,北京市,2018,0
麻腮风联合减毒活疫苗,国产,北京北生研生物制品研究所,北京北生研生物制品研究所,北京市,2018,0
麻腮风联合减毒活疫苗,国产,上海生物制品研究所有限责任公司,上海生物制品研究所有限责任公司,北京市,2018,0
A群C群脑膜炎球菌多糖结合疫苗,国产,罗益（无锡）生物制药有限公司,罗益（无锡）生物制药有限公司,北京市,2018,0
A群C群脑膜炎球菌多糖结合疫苗,国产,玉溪沃森生物技术有限公司,玉溪沃森生物技术有限公司,北京市,2018,0
吸附破伤风疫苗,国产,成都欧林生物科技股份有限公司,成都欧林生物科技股份有限公司,北京市,2018,0
吸附破伤风疫苗,国产,武汉生物制品研究所有限责任公司,武汉生物制品研究所有限责任公司,北京市,2018,0
Sabin株脊髓灰质炎灭活疫苗,国产,中国医学科学院医学生物学研究所,中国医学科学院医学生物学研究所,北京市,2018,0
Sabin株脊髓灰质炎灭活疫苗（Vero细胞）,国产,北京北生研生物制品研究所,北京北生研生物制品研究所,北京市,2018,0
肠道病毒71型灭活疫苗（Vero细胞）,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,北京市,2018,0
肠道病毒71型灭活疫苗（Vero细胞）,国产,武汉生物制品研究所有限责任公司,武汉生物制品研究所有限责任公司,北京市,2018,0
重组乙型肝炎疫苗（酿酒酵母）,国产,深圳康泰生物制品股份有限公司,深圳康泰生物制品股份有限公司,北京市,2018,0
重组乙型肝炎疫苗（汉逊酵母）,国产,艾美汉信疫苗（大连）有限公司,艾美汉信疫苗（大连）有限公司,北京市,2018,0
name,src,create_company,report_company,prov,year,price
 23价肺炎球菌多糖疫苗,国产, Merk Sharp & Dohme Corp, 北京科园信海医药经营有限公司,吉林省,2017,202.0
 ACYW135群脑膜炎球菌多糖疫苗,国产, 浙江天元生物药业有限公司, 浙江天元生物药业有限公司,吉林省,2017,85.0
 ACYW135群脑膜炎球菌多糖疫苗,国产, 浙江天元生物药业有限公司, 浙江天元生物药业有限公司,吉林省,2017,70.0
 ACYW135群脑膜炎球菌多糖疫苗,国产, 北京智飞绿竹生物制药有限公司, 北京智飞绿竹生物制药有限公司,吉林省,2017,63.0
 ACYW135群脑膜炎球菌多糖疫苗,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,65.0
 ACYW135群脑膜炎球菌多糖疫苗,国产, 成都康华生物制品有限公司, 成都康华生物制品有限公司,吉林省,2017,48.0
 ACYW135群脑膜炎球菌多糖疫苗,国产, 华兰生物疫苗有限公司, 华兰生物疫苗有限公司,吉林省,2017,60.0
 ACYW135群脑膜炎球菌多糖疫苗,国产, 玉溪沃森生物技术有限公司, 玉溪沃森生物技术有限公司,吉林省,2017,65.0
 A群C群脑膜炎球菌多糖结合疫苗,国产, 玉溪沃森生物技术有限公司, 玉溪沃森生物技术有限公司,吉林省,2017,83.0
 A群C群脑膜炎球菌多糖结合疫苗,国产, 罗益(无锡)生物制药有限公司, 罗益(无锡)生物制药有限公司,吉林省,2017,115.0
 A群C群脑膜炎球菌多糖疫苗,国产, 玉溪沃森生物技术有限公司, 玉溪沃森生物技术有限公司,吉林省,2017,79.0
 A群C群脑膜炎球菌结合疫苗,国产, 罗益(无锡)生物制药有限公司, 罗益(无锡)生物制药有限公司,吉林省,2017,115.0
 b 型流感嗜血杆菌结合疫苗,国产, 北京民海生物科技有限公司, 北京民海生物科技有限公司,吉林省,2017,74.0
 b 型流感嗜血杆菌结合疫苗,国产, 北京民海生物科技有限公司, 北京民海生物科技有限公司,吉林省,2017,85.0
 b 型流感嗜血杆菌结合疫苗,国产, 兰州生物制品研究所有限责任公司, 兰州生物制品研究所有限责任公司,吉林省,2017,68.0
 b 型流感嗜血杆菌结合疫苗,国产, 玉溪沃森生物技术有限公司, 玉溪沃森生物技术有限公司,吉林省,2017,105.0
 b 型流感嗜血杆菌结合疫苗,国产, 玉溪沃森生物技术有限公司, 玉溪沃森生物技术有限公司,吉林省,2017,82.0
 b 型流感嗜血杆菌结合疫苗,国产, 北京智飞绿竹生物制药有限公司, 北京智飞绿竹生物制药有限公司,吉林省,2017,79.0
 b型流感嗜血杆菌结合疫苗,国产, 深圳赛诺菲巴斯德生物制品有限公司, 深圳赛诺菲巴斯德生物制品有限公司,吉林省,2017,105.0
 冻干甲型肝炎减毒活疫苗,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,60.0
 冻干甲型肝炎减毒活疫苗,国产, 中国医学科学院医学生物学研究所, 中国医学科学院医学生物学研究所,吉林省,2017,60.0
 冻干甲型肝炎减毒活疫苗,国产, 长春生物制品研究所有限责任公司, 长春生物制品研究所有限责任公司,吉林省,2017,60.0
 甲型肝炎灭活疫苗,国产, 江苏康淮生物科技有限公司, 江苏康淮生物科技有限公司,吉林省,2017,80.0
 甲型肝炎灭活疫苗,国产, Merk Sharp & Dohme Corp, 北京科园信海医药经营有限公司,吉林省,2017,201.0
 甲型肝炎灭活疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,108.0
 甲型肝炎灭活疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,85.0
 甲型肝炎灭活疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,113.0
 甲型肝炎灭活疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,95.0
 甲型肝炎灭活疫苗,国产, 江苏康淮生物科技有限公司, 江苏康淮生物科技有限公司,吉林省,2017,90.0
 水痘减毒活疫苗,国产, 上海生物制品研究所有限责任公司, 上海生物制品研究所有限责任公司,吉林省,2017,136.0
 水痘减毒活疫苗,国产, 长春祈健生物制品有限公司, 长春祈健生物制品有限公司,吉林省,2017,136.0
 水痘减毒活疫苗,国产, 长春百克生物科技股份公司, 长春百克生物科技股份公司,吉林省,2017,149.8
 水痘减毒活疫苗,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,148.0
 水痘减毒活疫苗,国产, 长春百克生物科技股份公司, 长春百克生物科技股份公司,吉林省,2017,136.0
 水痘减毒活疫苗,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,131.0
 乙型脑炎减毒活疫苗,国产, 武汉生物制品研究所有限责任公司, 武汉生物制品研究所有限责任公司,吉林省,2017,37.0
 甲型乙型肝炎联合疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,115.0
 甲型乙型肝炎联合疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,110.0
 口服轮状病毒活疫苗,国产, 兰州生物制品研究所有限责任公司, 兰州生物制品研究所有限责任公司,吉林省,2017,172.0
 流感病毒裂解疫苗,国产, 上海生物制品研究所有限责任公司, 上海生物制品研究所有限责任公司,吉林省,2017,28.0
 流感病毒裂解疫苗,国产, 上海生物制品研究所有限责任公司, 上海生物制品研究所有限责任公司,吉林省,2017,31.0
 流感病毒裂解疫苗,国产, 长春生物制品研究所有限责任公司, 长春生物制品研究所有限责任公司,吉林省,2017,31.0
 流感病毒裂解疫苗,国产, 浙江天元生物药业有限公司, 浙江天元生物药业有限公司,吉林省,2017,30.0
 流感病毒裂解疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,25.0
 流感病毒裂解疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,22.0
 流感病毒裂解疫苗,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,54.0
 流感病毒裂解疫苗,国产, 华兰生物疫苗有限公司, 华兰生物疫苗有限公司,吉林省,2017,28.0
 流感病毒裂解疫苗,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,48.0
 流感病毒裂解疫苗,国产, 深圳赛诺菲巴斯德生物制品有限公司, 深圳赛诺菲巴斯德生物制品有限公司,吉林省,2017,41.0
 流感病毒裂解疫苗,国产, 深圳赛诺菲巴斯德生物制品有限公司, 深圳赛诺菲巴斯德生物制品有限公司,吉林省,2017,58.0
 流感病毒裂解疫苗,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,51.0
 流感病毒裂解疫苗,国产, 华兰生物疫苗有限公司, 华兰生物疫苗有限公司,吉林省,2017,49.0
 流感病毒裂解疫苗,国产, 华兰生物疫苗有限公司, 华兰生物疫苗有限公司,吉林省,2017,41.0
 流感病毒裂解疫苗,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,45.0
 流感病毒裂解疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,42.0
 流感病毒裂解疫苗,国产, 国光生物科技股份有限公司, 杭州诚丰生物医药有限公司,吉林省,2017,128.0
 流感病毒裂解疫苗,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,36.0
 流感病毒裂解疫苗,国产, 浙江天元生物药业有限公司, 浙江天元生物药业有限公司,吉林省,2017,50.0
 流感病毒裂解疫苗,国产, 长春生物制品研究所有限责任公司, 长春生物制品研究所有限责任公司,吉林省,2017,53.0
 流感病毒裂解疫苗,国产, 长春生物制品研究所有限责任公司, 长春生物制品研究所有限责任公司,吉林省,2017,44.0
 流感病毒裂解疫苗,国产, 上海生物制品研究所有限责任公司, 上海生物制品研究所有限责任公司,吉林省,2017,47.0
 流感病毒裂解疫苗,国产, 上海生物制品研究所有限责任公司, 上海生物制品研究所有限责任公司,吉林省,2017,53.0
 腮腺炎减毒活疫苗,国产, 科兴(大连)疫苗技术有限公司, 科兴(大连)疫苗技术有限公司,吉林省,2017,44.0
 腮腺炎减毒活疫苗,国产, 浙江卫信生物药业有限公司, 浙江卫信生物药业有限公司,吉林省,2017,220.0
 麻疹风疹联合减毒活疫苗,国产, 北京民海生物科技有限公司, 北京民海生物科技有限公司,吉林省,2017,42.0
 麻疹腮腺炎联合减毒活疫苗,国产, 上海生物制品研究所有限责任公司, 上海生物制品研究所有限责任公司,吉林省,2017,68.0
 麻腮风联合减毒活疫苗,国产, 上海生物制品研究所有限责任公司, 上海生物制品研究所有限责任公司,吉林省,2017,76.0
 麻腮风联合减毒活疫苗,国产, 北京北生研生物制品有限公司, 北京北生研生物制品有限公司,吉林省,2017,76.0
 冻干人用狂犬病疫苗（Vero细胞）,国产, 辽宁成大生物股份有限公司, 辽宁成大生物股份有限公司,吉林省,2017,220.0
 冻干人用狂犬病疫苗（Vero细胞）,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,270.0
 冻干人用狂犬病疫苗（Vero细胞）,国产, 宁波荣安生物药业有限公司, 宁波荣安生物药业有限公司,吉林省,2017,253.5
 冻干人用狂犬病疫苗（Vero细胞）,国产, 广州诺诚生物制品股份有限公司, 广州诺诚生物制品股份有限公司,吉林省,2017,53.0
 人用狂犬病疫苗（Vero细胞）,国产, 吉林迈丰生物药业有限公司, 吉林迈丰生物药业有限公司,吉林省,2017,245.0
 冻干人用狂犬病疫苗（人二倍体细胞）,国产, 成都康华生物制品有限公司, 成都康华生物制品有限公司,吉林省,2017,275.0
 人用狂犬病疫苗（地鼠肾细胞）,国产, 河南远大生物制药有限公司, 河南远大生物制药有限公司,吉林省,2017,议价失败
 人用狂犬病疫苗（地鼠肾细胞）,国产, 中科生物制药股份有限公司, 中科生物制药股份有限公司,吉林省,2017,238.0
 伤寒Vi多糖疫苗,国产, 武汉生物制品研究所有限责任公司, 武汉生物制品研究所有限责任公司,吉林省,2017,350.0
 双价肾综合征出血热灭活疫苗（Vero细胞）,国产, 罗益(无锡)生物制药有限公司, 罗益(无锡)生物制药有限公司,吉林省,2017,80.0
 双价肾综合征出血热灭活疫苗（Vero细胞）,国产, 浙江卫信生物药业有限公司, 浙江卫信生物药业有限公司,吉林省,2017,200.0
 无细胞百白破b型流感嗜血杆菌联合疫苗,国产, 北京民海生物科技有限公司, 北京民海生物科技有限公司,吉林省,2017,285.0
 吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌(结合)联合疫苗,国产, 深圳赛诺菲巴斯德生物制品有限公司, 深圳赛诺菲巴斯德生物制品有限公司,吉林省,2017,599.0
 吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌(结合)联合疫苗,国产, 赛诺菲巴斯德股份公司, 国药控股股份有限公司,吉林省,2017,599.0
 重组戊型肝炎疫苗,国产, 厦门万泰沧海生物技术有限公司, 厦门万泰沧海生物技术有限公司,吉林省,2017,160.0
 重组乙型肝炎疫苗（CHO细胞）,国产, 华北制药金坦生物技术股份有限公司, 华北制药金坦生物技术股份有限公司,吉林省,2017,90.0
 重组乙型肝炎疫苗（CHO细胞）,国产, 华北制药金坦生物技术股份有限公司, 华北制药金坦生物技术股份有限公司,吉林省,2017,80.0
 重组乙型肝炎疫苗（CHO细胞）,国产, 华北制药金坦生物技术股份有限公司, 华北制药金坦生物技术股份有限公司,吉林省,2017,85.0
 重组乙型肝炎疫苗（汉逊酵母）,国产, 大连汉信生物制药有限公司, 大连汉信生物制药有限公司,吉林省,2017,71.0
 重组乙型肝炎疫苗（汉逊酵母）,国产, 大连汉信生物制药有限公司, 大连汉信生物制药有限公司,吉林省,2017,47.0
 重组乙型肝炎疫苗（汉逊酵母）,国产, 华兰生物疫苗有限公司, 华兰生物疫苗有限公司,吉林省,2017,41.0
 重组乙型肝炎疫苗（汉逊酵母）,国产, 华兰生物疫苗有限公司, 华兰生物疫苗有限公司,吉林省,2017,13.5
 重组乙型肝炎疫苗（汉逊酵母）,国产, 大连汉信生物制药有限公司, 大连汉信生物制药有限公司,吉林省,2017,73.0
 重组乙型肝炎疫苗（汉逊酵母）,国产, 大连汉信生物制药有限公司, 大连汉信生物制药有限公司,吉林省,2017,88.0
 重组乙型肝炎疫苗（酿酒酵母）,国产, 深圳康泰生物制品股份有限公司, 深圳康泰生物制品股份有限公司,吉林省,2017,45.0
 重组乙型肝炎疫苗（酿酒酵母）,国产, 上海葛兰素史克生物制品有限公司, 上海葛兰素史克生物制品有限公司,吉林省,2017,80.0
 重组乙型肝炎疫苗（酿酒酵母）,国产, 上海葛兰素史克生物制品有限公司, 上海葛兰素史克生物制品有限公司,吉林省,2017,72.0
 重组乙型肝炎疫苗（酿酒酵母）,国产, 上海葛兰素史克生物制品有限公司, 上海葛兰素史克生物制品有限公司,吉林省,2017,89.0
 重组乙型肝炎疫苗（酿酒酵母）,国产, 北京北生研生物制品有限公司, 北京北生研生物制品有限公司,吉林省,2017,108.0
 重组乙型肝炎疫苗（酿酒酵母）,国产, 深圳康泰生物制品股份有限公司, 深圳康泰生物制品股份有限公司,吉林省,2017,75.0
 重组乙型肝炎疫苗（酿酒酵母）,国产, 深圳康泰生物制品股份有限公司, 深圳康泰生物制品股份有限公司,吉林省,2017,70.0
 重组乙型肝炎疫苗（酿酒酵母）,国产, 深圳康泰生物制品股份有限公司, 深圳康泰生物制品股份有限公司,吉林省,2017,225.0
 AC群脑膜炎球菌(结合)b型流感嗜血杆菌(结合)联合疫苗,国产, 北京智飞绿竹生物制药有限公司, 北京智飞绿竹生物制药有限公司,吉林省,2017,216.0
 肠道病毒71型灭活疫苗（Vero细胞）,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,188.0
 肠道病毒71型灭活疫苗（Vero细胞）,国产, 北京科兴生物制品有限公司, 北京科兴生物制品有限公司,吉林省,2017,168.0
 肠道病毒71型灭活疫苗（人二倍体细胞）,国产, 中国医学科学院医学生物学研究所, 中国医学科学院医学生物学研究所,吉林省,2017,168.0
 肠道病毒71型灭活疫苗（人二倍体细胞）,国产, 中国医学科学院医学生物学研究所, 中国医学科学院医学生物学研究所,吉林省,2017,188.0
 森林脑炎灭活疫苗,国产, 长春生物制品研究所有限责任公司, 长春生物制品研究所有限责任公司,吉林省,2017,336.0
 A群C群脑膜炎球菌多糖结合疫苗,国产, 北京智飞绿竹生物制药有限公司, 北京智飞绿竹生物制药有限公司,吉林省,2017,77.0
 人用狂犬病疫苗（Vero细胞）,国产, 辽宁成大生物股份有限公司, 辽宁成大生物股份有限公司,吉林省,2017,180.0
 冻干人用狂犬病疫苗（Vero细胞）,国产, 辽宁成大生物股份有限公司, 辽宁成大生物股份有限公司,吉林省,2017,65.0
 冻干人用狂犬病疫苗（Vero细胞）,国产, 长春长生生物科技有限责任公司, 长春长生生物科技有限责任公司,吉林省,2017,59.0
 乙型脑炎灭活疫苗（Vero细胞）,国产, 辽宁成大生物股份有限公司, 辽宁成大生物股份有限公司,吉林省,2017,700.0
 黄热减毒活疫苗,国产, 北京北生研生物制品有限公司, 北京北生研生物制品有限公司,吉林省,2017,160.0
name,src,create_company,report_company,prov,year,price
重组乙型肝炎疫苗（酿酒酵母）,国产,深圳康泰生物制品股份有限公司,深圳康泰生物制品股份有限公司,四川省,2017,220.0
重组乙型肝炎疫苗（酿酒酵母）,国产,深圳康泰生物制品股份有限公司,深圳康泰生物制品股份有限公司,四川省,2017,23.0
重组乙型肝炎疫苗（酿酒酵母）,国产,深圳康泰生物制品股份有限公司,深圳康泰生物制品股份有限公司,四川省,2017,42.0
重组乙型肝炎疫苗（酿酒酵母）,国产,深圳康泰生物制品股份有限公司,深圳康泰生物制品股份有限公司,四川省,2017,65.0
人用狂犬病疫苗（Vero细胞）,国产,辽宁成大生物股份有限公司,辽宁成大生物股份有限公司,四川省,2017,42.09
冻干人用狂犬病疫苗（Vero细胞）,国产,辽宁成大生物股份有限公司,辽宁成大生物股份有限公司,四川省,2017,64.5
乙型脑炎灭活疫苗（Vero细胞）,国产,辽宁成大生物股份有限公司,辽宁成大生物股份有限公司,四川省,2017,69.0
冻干乙型脑炎灭活疫苗（Vero细胞）,国产,辽宁成大生物股份有限公司,辽宁成大生物股份有限公司,四川省,2017,69.0
人用狂犬病疫苗（地鼠肾细胞）,国产,中科生物制药股份有限公司,中科生物制药股份有限公司,四川省,2017,43.6
甲型肝炎灭活疫苗（人二倍体细胞）,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,98.0
甲型肝炎灭活疫苗（人二倍体细胞）,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,90.0
甲型乙型肝炎联合疫苗,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,105.0
甲型乙型肝炎联合疫苗,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,110.0
流感病毒裂解疫苗,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,23.0
23价肺炎球菌多糖疫苗,进口,北京科园信海医药经营有限公司,北京科园信海医药经营有限公司,四川省,2017,200.0
流感病毒裂解疫苗,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,39.0
甲型肝炎灭活疫苗（人二倍体细胞）,进口,北京科园信海医药经营有限公司,北京科园信海医药经营有限公司,四川省,2017,199.0
肠道病毒71型灭活疫苗（Vero细胞）,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,188.0
甲型肝炎灭活疫苗（人二倍体细胞）,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,76.6
甲型肝炎灭活疫苗（人二倍体细胞）,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,105.0
流感病毒裂解疫苗,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,22.0
流感病毒裂解疫苗,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,36.0
肠道病毒71型灭活疫苗（Vero细胞）,国产,北京科兴生物制品有限公司,北京科兴生物制品有限公司,四川省,2017,168.0
重组B亚单位/菌体霍乱疫苗（肠溶胶囊）,国产,上海联合赛尔生物工程有限公司,上海联合赛尔生物工程有限公司,四川省,2017,195.0
重组B亚单位/菌体霍乱疫苗（肠溶胶囊）儿童用,国产,上海联合赛尔生物工程有限公司,上海联合赛尔生物工程有限公司,四川省,2017,249.0
A、C、Y、W135群脑膜炎球菌多糖疫苗,国产,北京智飞绿竹生物制药有限公司,北京智飞绿竹生物制药有限公司,四川省,2017,59.0
A、C群脑膜炎球菌多糖结合疫苗,国产,北京智飞绿竹生物制药有限公司,北京智飞绿竹生物制药有限公司,四川省,2017,63.0
人用狂犬病疫苗（鸡胚细胞）,进口,科园信海（北京）医疗用品贸易有限公司,科园信海（北京）医疗用品贸易有限公司,四川省,2017,197.0
吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,进口,国药控股股份有限公司,国药控股股份有限公司,四川省,2017,599.0
流感病毒裂解疫苗,国产,华兰生物疫苗有限公司,华兰生物疫苗有限公司,四川省,2017,25.0
流感病毒裂解疫苗,国产,华兰生物疫苗有限公司,华兰生物疫苗有限公司,四川省,2017,41.0
重组乙型肝炎疫苗（汉逊酵母）,国产,华兰生物疫苗有限公司,华兰生物疫苗有限公司,四川省,2017,13.5
ACYW135群脑膜炎球菌多糖疫苗,国产,华兰生物疫苗有限公司,华兰生物疫苗有限公司,四川省,2017,58.0
流感病毒裂解疫苗,国产,华兰生物疫苗有限公司,华兰生物疫苗有限公司,四川省,2017,46.5
冻干人用狂犬病疫苗（Vero细胞）,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,53.0
冻干水痘减毒活疫苗,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,148.0
ACYW135群脑膜炎球菌多糖疫苗,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,60.0
流感病毒裂解疫苗,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,45.0
流感病毒裂解疫苗,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,24.0
流感病毒裂解疫苗,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,49.0
冻干甲型肝炎减毒活疫苗,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,55.0
冻干人用狂犬病疫苗（Vero细胞）,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,62.0
冻干水痘减毒活疫苗,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,131.0
流感病毒裂解疫苗,国产,长春长生生物科技有限责任公司,长春长生生物科技有限责任公司,四川省,2017,27.0
23价肺炎球菌多糖疫苗,国产,成都生物制品研究所有限责任公司,成都生物制品研究所有限责任公司,四川省,2017,182.0
b型流感嗜血杆菌结合疫苗,国产,北京民海生物科技有限公司,北京民海生物科技有限公司,四川省,2017,70.0
麻疹风疹联合减毒活疫苗,国产,北京民海生物科技有限公司,北京民海生物科技有限公司,四川省,2017,41.0
无细胞百白破b型流感嗜血杆菌联合疫苗,国产,北京民海生物科技有限公司,北京民海生物科技有限公司,四川省,2017,275.0
b型流感嗜血杆菌结合疫苗,国产,北京民海生物科技有限公司,北京民海生物科技有限公司,四川省,2017,80.0
重组乙型肝炎疫苗（汉逊酵母）,国产,大连汉信生物制药有限公司,大连汉信生物制药有限公司,四川省,2017,46.0
重组乙型肝炎疫苗（汉逊酵母）,国产,大连汉信生物制药有限公司,大连汉信生物制药有限公司,四川省,2017,68.4
重组戊型肝炎疫苗（大肠埃希菌）,国产,厦门万泰沧海生物技术有限公司,厦门万泰沧海生物技术有限公司,四川省,2017,160.0
重组乙型肝炎疫苗（汉逊酵母）,国产,大连汉信生物制药有限公司,大连汉信生物制药有限公司,四川省,2017,70.0
重组乙型肝炎疫苗（汉逊酵母）,国产,大连汉信生物制药有限公司,大连汉信生物制药有限公司,四川省,2017,84.0
ACYW135群脑膜炎球菌多糖疫苗,国产,成都康华生物制品有限公司,成都康华生物制品有限公司,四川省,2017,48.0
冻干人用狂犬病疫苗（人二倍体细胞）,国产,成都康华生物制品有限公司,成都康华生物制品有限公司,四川省,2017,255.0
重组乙型肝炎疫苗（CHO细胞）,国产,华北制药金坦生物技术股份有限公司,华北制药金坦生物技术股份有限公司,四川省,2017,49.0
重组乙型肝炎疫苗（CHO细胞）,国产,华北制药金坦生物技术股份有限公司,华北制药金坦生物技术股份有限公司,四川省,2017,80.0
重组乙型肝炎疫苗（CHO细胞）,国产,华北制药金坦生物技术股份有限公司,华北制药金坦生物技术股份有限公司,四川省,2017,88.0
腮腺炎减毒活疫苗,国产,科兴(大连)疫苗技术有限公司,科兴(大连)疫苗技术有限公司,四川省,2017,44.0
AC群脑膜炎球菌（结合）b型流感嗜血杆菌（结合）联合疫苗,国产,北京智飞绿竹生物制药有限公司,北京智飞绿竹生物制药有限公司,四川省,2017,210.0
b型流感嗜血杆菌结合疫苗,国产,北京智飞绿竹生物制药有限公司,北京智飞绿竹生物制药有限公司,四川省,2017,68.0
冻干甲型肝炎减毒活疫苗,国产,浙江普康生物技术股份有限公司,浙江普康生物技术股份有限公司,四川省,2017,59.0
冻干甲型肝炎减毒活疫苗,国产,中国医学科学院医学生物学研究所,中国医学科学院医学生物学研究所,四川省,2017,58.0
肠道病毒71型灭活疫苗（人二倍体细胞）,国产,中国医学科学院医学生物学研究所,中国医学科学院医学生物学研究所,四川省,2017,168.0
b型流感嗜血杆菌结合疫苗,国产,玉溪沃森生物技术有限公司,玉溪沃森生物技术有限公司,四川省,2017,104.0
冻干A、C群脑膜炎球菌多糖结合疫苗,国产,玉溪沃森生物技术有限公司,玉溪沃森生物技术有限公司,四川省,2017,83.0
ACYW135群脑膜炎球菌多糖疫苗,国产,玉溪沃森生物技术有限公司,玉溪沃森生物技术有限公司,四川省,2017,64.0
b型流感嗜血杆菌结合疫苗,国产,玉溪沃森生物技术有限公司,玉溪沃森生物技术有限公司,四川省,2017,81.0
冻干水痘减毒活疫苗,国产,长春百克生物科技股份公司,长春百克生物科技股份公司,四川省,2017,149.8
冻干水痘减毒活疫苗,国产,长春百克生物科技股份公司,长春百克生物科技股份公司,四川省,2017,136.0
人用狂犬病疫苗（Vero细胞）,国产,吉林迈丰生物药业有限公司,吉林迈丰生物药业有限公司,四川省,2017,49.0
水痘减毒活疫苗,国产,长春祈健生物制品有限公司,长春祈健生物制品有限公司,四川省,2017,136.0
腮腺炎减毒活疫苗,国产,浙江卫信生物药业有限公司,浙江卫信生物药业有限公司,四川省,2017,44.0
冻干人用狂犬病疫苗（Vero细胞）,国产,宁波荣安生物药业有限公司,宁波荣安生物药业有限公司,四川省,2017,44.0
冻干人用狂犬病疫苗（Vero细胞）,国产,广州诺诚生物制品股份有限公司,广州诺诚生物制品股份有限公司,四川省,2017,53.0
伤寒vi多糖疫苗,国产,武汉生物制品研究所有限责任公司,武汉生物制品研究所有限责任公司,四川省,2017,60.0
乙型脑炎减毒活疫苗,国产,武汉生物制品研究所有限责任公司,武汉生物制品研究所有限责任公司,四川省,2017,37.0
口服轮状病毒活疫苗,国产,兰州生物制品研究所有限责任公司,兰州生物制品研究所有限责任公司,四川省,2017,172.0
